koer,kohtunik,grade,predicted
Margarita Nigra Daiki,Shyam Mehta,4.0,1
Margarita Nigra Daiki,Sanja Momčilović Bognič,13.0,1
Margarita Nigra Daiki,Carmen Navarro Guisado,13.0,1
Margarita Nigra Daiki,Svante Frisk,13.0,1
Margarita Nigra Daiki,Volodymyr Shiyan,13.0,1
Margarita Nigra Daiki,Refet Hadzic,13.0,1
Margarita Nigra Daiki,Elin Normannseth,4.0,1
Margarita Nigra Daiki,Melita Grošelj,13.0,1
Margarita Nigra Daiki,Manola Poggesi,4.0,1
Margarita Nigra Daiki,Hans Almgren,4.0,1
Margarita Nigra Daiki,Tina Peixoto,4.0,1
Margarita Nigra Daiki,Lessi Tchistiakova,4.0,1
Margarita Nigra Daiki,Sergej Vanzha,4.0,1
Margarita Nigra Daiki,Sebastian Harnik,4.0,1
Margarita Nigra Daiki,Angel Pons Arino,4.0,1
Margarita Nigra Daiki,Helina Simberg,4.0,1
Margarita Nigra Daiki,Vija Klučniece,4.0,1
Margarita Nigra Daiki,Olga Dolejšova,4.0,1
Margarita Nigra Daiki,Gunnar Nymann,4.0,1
Margarita Nigra Daiki,Massimo Inzoli,4.0,1
Margarita Nigra Daiki,Kimmo Mustonen,4.0,1
Margarita Nigra Daiki,Oliver Simon,4.0,1
Margarita Nigra Daiki,Krystyna Opara,4.0,1
Margarita Nigra Daiki,Branislav Rajic,4.0,1
Margarita Nigra Daiki,Pedro Ivo Santos Bispo,13.0,1
Margarita Nigra Daiki,Inese Pablaka,4.0,1
Margarita Nigra Daiki,Regina Vaitkunskiene,4.0,1
Margarita Nigra Daiki,Lisbet Utke Ramsing,13.0,1
Margarita Nigra Daiki,Elena Ruskovaara,4.0,1
Margarita Nigra Daiki,Olga Kupriyanova Sinko,4.0,1
Margarita Nigra Daiki,Galina Zhuk,4.0,1
Margarita Nigra Daiki,Tanya Ahlman,4.0,1
Margarita Nigra Daiki,Tatjana Romanovskaya,4.0,1
Margarita Nigra Daiki,Igor Mioč,13.0,1
Margarita Nigra Daiki,Colette Muldoon,13.0,1
Margarita Nigra Daiki,Elizabeth Wogan,4.0,1
Margarita Nigra Daiki,Nina Kharatishvili,4.0,1
Margarita Nigra Daiki,Zorica Blomqvist,4.0,1
Margarita Nigra Daiki,Fabrizio La Rocca,4.0,1
Margarita Nigra Daiki,Alvar Ristikivi,4.0,1
Margarita Nigra Daiki,Yulija Pokrovskaya,4.0,1
Margarita Nigra Daiki,Malgorzata Halas,4.0,1
Margarita Nigra Daiki,Carlos Fernandez-Renau,13.0,1
Margarita Nigra Daiki,Anatoli Zhuk,4.0,1
Margarita Nigra Daiki,Livija Zizevske,4.0,1
Margarita Nigra Daiki,Fernando Quilis Bonet,13.0,1
Margarita Nigra Daiki,Boris Baic,13.0,1
Margarita Nigra Daiki,Nikolay Sedykh,4.0,1
Margarita Nigra Daiki,Sanna Vakkilainen,4.0,1
Margarita Nigra Daiki,Jane Serafimov,4.0,1
Margarita Nigra Daiki,Slobodan Miloshevski,13.0,1
Margarita Nigra Daiki,Lisbeth Mach,4.0,1
Margarita Nigra Daiki,Reet Lint,4.0,1
Margarita Nigra Daiki,Hassi Assenmacher-Feyel,13.0,1
Margarita Nigra Daiki,Brenda Banbury,13.0,1
Margarita Nigra Daiki,John R. Walsh,4.0,1
Margarita Nigra Daiki,Alfonso Castells,4.0,1
Margarita Nigra Daiki,Marie Clair Walsh,13.0,1
Margarita Nigra Daiki,Marina Ostrovskaya,13.0,1
Margarita Nigra Daiki,Anna Rogowska,4.0,1
Margarita Nigra Daiki,Victoria Pohodina,4.0,1
Margarita Nigra Daiki,Maria Amelia Taborda,4.0,1
Margarita Nigra Daiki,Silvia Weber-Martegani,13.0,1
Margarita Nigra Daiki,Tapio Eerola,4.0,1
Margarita Nigra Daiki,Maria Viarbitskaya,13.0,1
Margarita Nigra Daiki,Anca Giura,4.0,1
Margarita Nigra Daiki,Elzbieta Chwalibog,4.0,1
Margarita Nigra Daiki,Viktoras Avtuško,4.0,1
Margarita Nigra Daiki,Rafael Malo Alcrudo,13.0,1
Margarita Nigra Daiki,Jose Homem De Mello,4.0,1
Margarita Nigra Daiki,Bojan Matakovic,4.0,1
Margarita Nigra Daiki,Saija Juutilainen,13.0,1
Margarita Nigra Daiki,Dubravka Reicher,4.0,1
Margarita Nigra Daiki,Giuliano Biasiolo,13.0,1
Margarita Nigra Daiki,Anna Kochan,13.0,1
Margarita Nigra Daiki,Oleg Yanchev,13.0,1
Margarita Nigra Daiki,Ludmila Krakovskaya,13.0,1
Margarita Nigra Daiki,Vladimir Piskay,4.0,1
Margarita Nigra Daiki,Petrus Roosenboom,4.0,1
Margarita Nigra Daiki,Guenther Ehrenreich,4.0,1
Margarita Nigra Daiki,Andi Hudono,13.0,1
Margarita Nigra Daiki,Andrzej Stepinski,13.0,1
Margarita Nigra Daiki,Jari Laakso,4.0,1
Margarita Nigra Daiki,Paul Lawless,4.0,1
Margarita Nigra Daiki,Uschi Eisner,4.0,1
Margarita Nigra Daiki,Norman Deschuymere,13.0,1
Margarita Nigra Daiki,John Muldoon,13.0,1
Margarita Nigra Daiki,Maite Gonzalbo Lorenzo,4.0,1
Margarita Nigra Daiki,Sunde Marit,4.0,1
Margarita Nigra Daiki,Per Kristian Andersen,13.0,1
Margarita Nigra Daiki,Astrid Lundava,13.0,1
Margarita Nigra Daiki,Christian Jouanchicot,13.0,1
Margarita Nigra Daiki,Dick Baars,4.0,1
Margarita Nigra Daiki,John Williams,4.0,1
Margarita Nigra Daiki,Zoltan Baffia,4.0,1
Margarita Nigra Daiki,Antoan Hlebarov,13.0,1
Margarita Nigra Daiki,Maija Heinilä,13.0,1
Margarita Nigra Daiki,Hans Bierwolf,13.0,1
Margarita Nigra Daiki,Michael Leonard,4.0,1
Margarita Nigra Daiki,Calin Simu,4.0,1
Margarita Nigra Daiki,Massimiliano Mannucci,13.0,1
Margarita Nigra Daiki,Anthony Kelly,13.0,1
Margarita Nigra Daiki,Igor Vyguzov,13.0,1
Margarita Nigra Daiki,Vera Smirnova,13.0,1
Margarita Nigra Daiki,Dirk Spruyt,4.0,1
Margarita Nigra Daiki,Olga Sinko Kuprianova,4.0,1
Margarita Nigra Daiki,Dagmar Klein,13.0,1
Margarita Nigra Daiki,Denis Dudko,4.0,1
Margarita Nigra Daiki,Wera Hübenthal,13.0,1
Margarita Nigra Daiki,Viachaslav Viarbitski,4.0,1
Margarita Nigra Daiki,Aleksandr Soroko,13.0,1
Margarita Nigra Daiki,Willi Güllix,4.0,1
Margarita Nigra Daiki,George Schogol,13.0,1
Margarita Nigra Daiki,Carsten Birk,4.0,1
Margarita Nigra Daiki,Laurent Pichard,4.0,1
Margarita Nigra Daiki,Olga Morozova,13.0,1
Margarita Nigra Daiki,Nikolina Davidovska,4.0,1
Margarita Nigra Daiki,Augustin Ionescu,13.0,1
Margarita Nigra Daiki,Andrew Brace,4.0,1
Margarita Nigra Daiki,Miklos Levente,13.0,1
Margarita Nigra Daiki,Tijana Konrad,13.0,1
Margarita Nigra Daiki,Simon Rooney,13.0,1
Margarita Nigra Daiki,Maire Tõnurist,13.0,1
Margarita Nigra Daiki,Søren Wesseltoft,13.0,1
Margarita Nigra Daiki,Hilkka Salohalla,13.0,1
Margarita Nigra Daiki,Johnny Andersson,13.0,1
Margarita Nigra Daiki,Jo Schepers,13.0,1
Margarita Nigra Daiki,Marja Talvitie,13.0,1
Margarita Nigra Daiki,Seamus Oates,13.0,1
Margarita Nigra Daiki,Antonio Rojo Fajardo,13.0,1
Margarita Nigra Daiki,Eugeny Kuplyauskas,13.0,1
Margarita Nigra Daiki,Des Manton,13.0,1
Margarita Nigra Daiki,Adolfo Martinez Noguera,13.0,1
Margarita Nigra Daiki,Peter van Montfoort,4.0,1
Margarita Nigra Daiki,Malgorzata Supronowicz,13.0,1
Margarita Nigra Daiki,Satu Ylä-Mononen,13.0,1
Margarita Nigra Daiki,Petru Muntean,13.0,1
Margarita Nigra Daiki,Péter Harsányi,13.0,1
Margarita Nigra Daiki,Monika Blaha,13.0,1
Margarita Nigra Daiki,Beata Petkevica,13.0,1
Margarita Nigra Daiki,Miroslaw Redlicki,4.0,1
Margarita Nigra Dorothea,Bo Skalin,4.0,1
Margarita Nigra Dorothea,Helen Tonkson-Koit,4.0,1
Margarita Nigra Dorothea,Liliane de Ridder-Onghena,4.0,1
Margarita Nigra Dorothea,Torsten Lemmer,13.0,1
Margarita Nigra Dorothea,Mile Aleksoski,13.0,1
Margarita Nigra Dorothea,Hans-Erhard Grüttner,13.0,1
Margarita Nigra Dorothea,Marjatta Pylvänäinen-Suorsa,13.0,1
Margarita Nigra Dorothea,Rade Vesic,4.0,1
Margarita Nigra Dorothea,Eva Liljekvist Borg,13.0,1
Margarita Nigra Dorothea,Olena Chuieva,13.0,1
Margarita Nigra Dorothea,Juta Haranen,4.0,1
Margarita Nigra Dorothea,Kostadin Shankov,13.0,1
Margarita Nigra Dorothea,Nenad Matejevic,13.0,1
Margarita Nigra Dorothea,Hedi Kumm,13.0,1
Margarita Nigra Dorothea,Marek Lewandowski,13.0,1
Margarita Nigra Dorothea,Nina Karlsdotter,13.0,1
Margarita Nigra Dorothea,Michael Camac,4.0,1
Margarita Nigra Dorothea,Petra Junehall,4.0,1
Margarita Nigra Dorothea,Galyna Kalinichenko,4.0,1
Margarita Nigra Dorothea,Bonka Georgieva Laslo,4.0,1
Margarita Nigra Dorothea,Elena Agafonova,4.0,1
Margarita Nigra Dorothea,Ligita Zake,13.0,1
Margarita Nigra Dorothea,Dina Korna,13.0,1
Margarita Nigra Dorothea,Avi Mallach,4.0,1
Margarita Nigra Dorothea,Sarah Burns,13.0,1
Margarita Nigra Dorothea,Linda Jürgens,4.0,1
Margarita Nigra Dorothea,Pars Kibarer,4.0,1
Margarita Nigra Dorothea,Karl-Erik Johansson,13.0,1
Margarita Nigra Dorothea,Paula Heikkinen-Lehkonen,13.0,1
Margarita Nigra Dorothea,Sviatlana Radziuk,4.0,1
Margarita Nigra Dorothea,Gerard O'shea,4.0,1
Margarita Nigra Dorothea,Aire-Piret Pärn,4.0,1
Margarita Nigra Dorothea,Audrone Babianskiene,4.0,1
Margarita Nigra Dorothea,Natalia Sedykh,4.0,1
Margarita Nigra Dorothea,Istvanne Juhasz,4.0,1
Margarita Nigra Dorothea,Olga Kojevnikova,4.0,1
Margarita Nigra Dorothea,Panos Demetriou,4.0,1
Margarita Nigra Dorothea,Myriam Vermeire,4.0,1
Margarita Nigra Dorothea,Dragana Vasiljevic,13.0,1
Margarita Nigra Dorothea,Tino Pehar,13.0,1
Margarita Nigra Dorothea,Igoris Zizevskis,4.0,1
Margarita Nigra Dorothea,Csaba Zsolt Lokodi,13.0,1
Margarita Nigra Dorothea,Roger Vanhoenacker,4.0,1
Margarita Nigra Dorothea,Shyam Mehta,4.0,1
Margarita Nigra Dorothea,Sanja Momčilović Bognič,13.0,1
Margarita Nigra Dorothea,Carmen Navarro Guisado,13.0,1
Margarita Nigra Dorothea,Svante Frisk,13.0,1
Margarita Nigra Dorothea,Volodymyr Shiyan,13.0,1
Margarita Nigra Dorothea,Refet Hadzic,13.0,1
Margarita Nigra Dorothea,Elin Normannseth,4.0,1
Margarita Nigra Dorothea,Melita Grošelj,13.0,1
Margarita Nigra Dorothea,Manola Poggesi,4.0,1
Margarita Nigra Dorothea,Hans Almgren,4.0,1
Margarita Nigra Dorothea,Tina Peixoto,4.0,1
Margarita Nigra Dorothea,Lessi Tchistiakova,4.0,1
Margarita Nigra Dorothea,Sergej Vanzha,4.0,1
Margarita Nigra Dorothea,Sebastian Harnik,4.0,1
Margarita Nigra Dorothea,Angel Pons Arino,4.0,1
Margarita Nigra Dorothea,Helina Simberg,4.0,1
Margarita Nigra Dorothea,Vija Klučniece,4.0,1
Margarita Nigra Dorothea,Olga Dolejšova,4.0,1
Margarita Nigra Dorothea,Gunnar Nymann,4.0,1
Margarita Nigra Dorothea,Massimo Inzoli,4.0,1
Margarita Nigra Dorothea,Kimmo Mustonen,4.0,1
Margarita Nigra Dorothea,Oliver Simon,4.0,1
Margarita Nigra Dorothea,Krystyna Opara,4.0,1
Margarita Nigra Dorothea,Branislav Rajic,4.0,1
Margarita Nigra Dorothea,Pedro Ivo Santos Bispo,13.0,1
Margarita Nigra Dorothea,Inese Pablaka,4.0,1
Margarita Nigra Dorothea,Regina Vaitkunskiene,4.0,1
Margarita Nigra Dorothea,Lisbet Utke Ramsing,13.0,1
Margarita Nigra Dorothea,Elena Ruskovaara,4.0,1
Margarita Nigra Dorothea,Olga Kupriyanova Sinko,4.0,1
Margarita Nigra Dorothea,Galina Zhuk,4.0,1
Margarita Nigra Dorothea,Tanya Ahlman,4.0,1
Margarita Nigra Dorothea,Tatjana Romanovskaya,4.0,1
Margarita Nigra Dorothea,Igor Mioč,13.0,1
Margarita Nigra Dorothea,Colette Muldoon,13.0,1
Margarita Nigra Dorothea,Elizabeth Wogan,4.0,1
Margarita Nigra Dorothea,Nina Kharatishvili,4.0,1
Margarita Nigra Dorothea,Zorica Blomqvist,4.0,1
Margarita Nigra Dorothea,Fabrizio La Rocca,4.0,1
Margarita Nigra Dorothea,Alvar Ristikivi,4.0,1
Margarita Nigra Dorothea,Yulija Pokrovskaya,4.0,1
Margarita Nigra Dorothea,Malgorzata Halas,4.0,1
Margarita Nigra Dorothea,Carlos Fernandez-Renau,13.0,1
Margarita Nigra Dorothea,Anatoli Zhuk,4.0,1
Margarita Nigra Dorothea,Livija Zizevske,4.0,1
Margarita Nigra Dorothea,Fernando Quilis Bonet,13.0,1
Margarita Nigra Dorothea,Boris Baic,13.0,1
Margarita Nigra Dorothea,Nikolay Sedykh,4.0,1
Margarita Nigra Dorothea,Sanna Vakkilainen,4.0,1
Margarita Nigra Dorothea,Jane Serafimov,4.0,1
Margarita Nigra Dorothea,Slobodan Miloshevski,13.0,1
Margarita Nigra Dorothea,Lisbeth Mach,4.0,1
Margarita Nigra Dorothea,Reet Lint,4.0,1
Margarita Nigra Dorothea,Hassi Assenmacher-Feyel,13.0,1
Margarita Nigra Dorothea,Brenda Banbury,13.0,1
Margarita Nigra Dorothea,John R. Walsh,4.0,1
Margarita Nigra Dorothea,Alfonso Castells,4.0,1
Margarita Nigra Dorothea,Marie Clair Walsh,13.0,1
Margarita Nigra Dorothea,Marina Ostrovskaya,13.0,1
Margarita Nigra Dorothea,Anna Rogowska,4.0,1
Margarita Nigra Dorothea,Victoria Pohodina,4.0,1
Margarita Nigra Dorothea,Maria Amelia Taborda,4.0,1
Margarita Nigra Dorothea,Silvia Weber-Martegani,13.0,1
Margarita Nigra Dorothea,Tapio Eerola,4.0,1
Margarita Nigra Dorothea,Maria Viarbitskaya,13.0,1
Margarita Nigra Dorothea,Anca Giura,4.0,1
Margarita Nigra Dorothea,Elzbieta Chwalibog,4.0,1
Margarita Nigra Dorothea,Viktoras Avtuško,4.0,1
Margarita Nigra Dorothea,Rafael Malo Alcrudo,13.0,1
Margarita Nigra Dorothea,Jose Homem De Mello,4.0,1
Margarita Nigra Dorothea,Bojan Matakovic,4.0,1
Margarita Nigra Dorothea,Saija Juutilainen,13.0,1
Margarita Nigra Dorothea,Dubravka Reicher,4.0,1
Margarita Nigra Dorothea,Giuliano Biasiolo,13.0,1
Margarita Nigra Dorothea,Anna Kochan,13.0,1
Margarita Nigra Dorothea,Oleg Yanchev,13.0,1
Margarita Nigra Dorothea,Ludmila Krakovskaya,13.0,1
Margarita Nigra Dorothea,Vladimir Piskay,4.0,1
Margarita Nigra Dorothea,Petrus Roosenboom,4.0,1
Margarita Nigra Dorothea,Guenther Ehrenreich,4.0,1
Margarita Nigra Dorothea,Andi Hudono,13.0,1
Margarita Nigra Dorothea,Andrzej Stepinski,13.0,1
Margarita Nigra Dorothea,Jari Laakso,4.0,1
Margarita Nigra Dorothea,Paul Lawless,4.0,1
Margarita Nigra Dorothea,Uschi Eisner,4.0,1
Margarita Nigra Dorothea,Norman Deschuymere,13.0,1
Margarita Nigra Dorothea,John Muldoon,13.0,1
Margarita Nigra Dorothea,Maite Gonzalbo Lorenzo,4.0,1
Margarita Nigra Dorothea,Sunde Marit,4.0,1
Margarita Nigra Dorothea,Per Kristian Andersen,13.0,1
Margarita Nigra Dorothea,Astrid Lundava,13.0,1
Margarita Nigra Dorothea,Christian Jouanchicot,13.0,1
Margarita Nigra Dorothea,Dick Baars,4.0,1
Margarita Nigra Dorothea,John Williams,4.0,1
Margarita Nigra Dorothea,Zoltan Baffia,4.0,1
Margarita Nigra Dorothea,Antoan Hlebarov,13.0,1
Margarita Nigra Dorothea,Maija Heinilä,13.0,1
Margarita Nigra Dorothea,Hans Bierwolf,13.0,1
Margarita Nigra Dorothea,Michael Leonard,4.0,1
Margarita Nigra Dorothea,Calin Simu,4.0,1
Margarita Nigra Dorothea,Massimiliano Mannucci,13.0,1
Margarita Nigra Dorothea,Anthony Kelly,13.0,1
Margarita Nigra Dorothea,Igor Vyguzov,13.0,1
Margarita Nigra Dorothea,Vera Smirnova,13.0,1
Margarita Nigra Dorothea,Dirk Spruyt,4.0,1
Margarita Nigra Dorothea,Olga Sinko Kuprianova,4.0,1
Margarita Nigra Dorothea,Dagmar Klein,13.0,1
Margarita Nigra Dorothea,Denis Dudko,4.0,1
Margarita Nigra Dorothea,Wera Hübenthal,13.0,1
Margarita Nigra Dorothea,Viachaslav Viarbitski,4.0,1
Margarita Nigra Dorothea,Aleksandr Soroko,13.0,1
Margarita Nigra Dorothea,Willi Güllix,4.0,1
Margarita Nigra Dorothea,George Schogol,13.0,1
Margarita Nigra Dorothea,Carsten Birk,4.0,1
Margarita Nigra Dorothea,Laurent Pichard,4.0,1
Margarita Nigra Dorothea,Olga Morozova,13.0,1
Margarita Nigra Dorothea,Nikolina Davidovska,4.0,1
Margarita Nigra Dorothea,Augustin Ionescu,13.0,1
Margarita Nigra Dorothea,Andrew Brace,4.0,1
Margarita Nigra Dorothea,Miklos Levente,13.0,1
Margarita Nigra Dorothea,Tijana Konrad,13.0,1
Margarita Nigra Dorothea,Simon Rooney,13.0,1
Margarita Nigra Dorothea,Maire Tõnurist,13.0,1
Margarita Nigra Dorothea,Søren Wesseltoft,13.0,1
Margarita Nigra Dorothea,Hilkka Salohalla,13.0,1
Margarita Nigra Dorothea,Johnny Andersson,13.0,1
Margarita Nigra Dorothea,Jo Schepers,13.0,1
Margarita Nigra Dorothea,Marja Talvitie,13.0,1
Margarita Nigra Dorothea,Seamus Oates,13.0,1
Margarita Nigra Dorothea,Antonio Rojo Fajardo,13.0,1
Margarita Nigra Dorothea,Eugeny Kuplyauskas,13.0,1
Margarita Nigra Dorothea,Des Manton,13.0,1
Margarita Nigra Dorothea,Adolfo Martinez Noguera,13.0,1
Margarita Nigra Dorothea,Peter van Montfoort,4.0,1
Margarita Nigra Dorothea,Malgorzata Supronowicz,13.0,1
Margarita Nigra Dorothea,Satu Ylä-Mononen,13.0,1
Margarita Nigra Dorothea,Petru Muntean,13.0,1
Margarita Nigra Dorothea,Péter Harsányi,13.0,1
Margarita Nigra Dorothea,Monika Blaha,13.0,1
Margarita Nigra Dorothea,Beata Petkevica,13.0,1
Margarita Nigra Dorothea,Miroslaw Redlicki,4.0,1
Margarita Nigra Nindra,Bo Skalin,4.0,1
Margarita Nigra Nindra,Helen Tonkson-Koit,4.0,1
Margarita Nigra Nindra,Liliane de Ridder-Onghena,4.0,1
Margarita Nigra Nindra,Torsten Lemmer,13.0,1
Margarita Nigra Nindra,Mile Aleksoski,13.0,1
Margarita Nigra Nindra,Hans-Erhard Grüttner,13.0,1
Margarita Nigra Nindra,Marjatta Pylvänäinen-Suorsa,13.0,1
Margarita Nigra Nindra,Rade Vesic,4.0,1
Margarita Nigra Nindra,Eva Liljekvist Borg,13.0,1
Margarita Nigra Nindra,Olena Chuieva,13.0,1
Margarita Nigra Nindra,Juta Haranen,4.0,1
Margarita Nigra Nindra,Kostadin Shankov,13.0,1
Margarita Nigra Nindra,Nenad Matejevic,13.0,1
Margarita Nigra Nindra,Hedi Kumm,13.0,1
Margarita Nigra Nindra,Marek Lewandowski,13.0,1
Margarita Nigra Nindra,Nina Karlsdotter,13.0,1
Margarita Nigra Nindra,Michael Camac,4.0,1
Margarita Nigra Nindra,Petra Junehall,4.0,1
Margarita Nigra Nindra,Galyna Kalinichenko,4.0,1
Margarita Nigra Nindra,Bonka Georgieva Laslo,4.0,1
Margarita Nigra Nindra,Elena Agafonova,4.0,1
Margarita Nigra Nindra,Ligita Zake,13.0,1
Margarita Nigra Nindra,Dina Korna,13.0,1
Margarita Nigra Nindra,Avi Mallach,4.0,1
Margarita Nigra Nindra,Sarah Burns,13.0,1
Margarita Nigra Nindra,Linda Jürgens,4.0,1
Margarita Nigra Nindra,Pars Kibarer,4.0,1
Margarita Nigra Nindra,Karl-Erik Johansson,13.0,1
Margarita Nigra Nindra,Paula Heikkinen-Lehkonen,13.0,1
Margarita Nigra Nindra,Sviatlana Radziuk,4.0,1
Margarita Nigra Nindra,Gerard O'shea,4.0,1
Margarita Nigra Nindra,Aire-Piret Pärn,4.0,1
Margarita Nigra Nindra,Audrone Babianskiene,4.0,1
Margarita Nigra Nindra,Natalia Sedykh,4.0,1
Margarita Nigra Nindra,Istvanne Juhasz,4.0,1
Margarita Nigra Nindra,Olga Kojevnikova,4.0,1
Margarita Nigra Nindra,Panos Demetriou,4.0,1
Margarita Nigra Nindra,Myriam Vermeire,4.0,1
Margarita Nigra Nindra,Dragana Vasiljevic,13.0,1
Margarita Nigra Nindra,Tino Pehar,13.0,1
Margarita Nigra Nindra,Igoris Zizevskis,4.0,1
Margarita Nigra Nindra,Csaba Zsolt Lokodi,13.0,1
Margarita Nigra Nindra,Roger Vanhoenacker,4.0,1
Margarita Nigra Nindra,Shyam Mehta,4.0,1
Margarita Nigra Nindra,Sanja Momčilović Bognič,13.0,1
Margarita Nigra Nindra,Carmen Navarro Guisado,13.0,1
Margarita Nigra Nindra,Svante Frisk,13.0,1
Margarita Nigra Nindra,Volodymyr Shiyan,13.0,1
Margarita Nigra Nindra,Refet Hadzic,13.0,1
Margarita Nigra Nindra,Elin Normannseth,4.0,1
Margarita Nigra Nindra,Melita Grošelj,13.0,1
Margarita Nigra Nindra,Manola Poggesi,4.0,1
Margarita Nigra Nindra,Hans Almgren,4.0,1
Margarita Nigra Nindra,Tina Peixoto,4.0,1
Margarita Nigra Nindra,Lessi Tchistiakova,4.0,1
Margarita Nigra Nindra,Sergej Vanzha,4.0,1
Margarita Nigra Nindra,Sebastian Harnik,4.0,1
Margarita Nigra Nindra,Angel Pons Arino,4.0,1
Margarita Nigra Nindra,Helina Simberg,4.0,1
Margarita Nigra Nindra,Vija Klučniece,4.0,1
Margarita Nigra Nindra,Olga Dolejšova,4.0,1
Margarita Nigra Nindra,Gunnar Nymann,4.0,1
Margarita Nigra Nindra,Massimo Inzoli,4.0,1
Margarita Nigra Nindra,Kimmo Mustonen,4.0,1
Margarita Nigra Nindra,Oliver Simon,4.0,1
Margarita Nigra Nindra,Krystyna Opara,4.0,1
Margarita Nigra Nindra,Branislav Rajic,4.0,1
Margarita Nigra Nindra,Pedro Ivo Santos Bispo,13.0,1
Margarita Nigra Nindra,Inese Pablaka,4.0,1
Margarita Nigra Nindra,Regina Vaitkunskiene,4.0,1
Margarita Nigra Nindra,Lisbet Utke Ramsing,13.0,1
Margarita Nigra Nindra,Elena Ruskovaara,4.0,1
Margarita Nigra Nindra,Olga Kupriyanova Sinko,4.0,1
Margarita Nigra Nindra,Galina Zhuk,4.0,1
Margarita Nigra Nindra,Tanya Ahlman,4.0,1
Margarita Nigra Nindra,Tatjana Romanovskaya,4.0,1
Margarita Nigra Nindra,Igor Mioč,13.0,1
Margarita Nigra Nindra,Colette Muldoon,13.0,1
Margarita Nigra Nindra,Elizabeth Wogan,4.0,1
Margarita Nigra Nindra,Nina Kharatishvili,4.0,1
Margarita Nigra Nindra,Zorica Blomqvist,4.0,1
Margarita Nigra Nindra,Fabrizio La Rocca,4.0,1
Margarita Nigra Nindra,Alvar Ristikivi,4.0,1
Margarita Nigra Nindra,Yulija Pokrovskaya,4.0,1
Margarita Nigra Nindra,Malgorzata Halas,4.0,1
Margarita Nigra Nindra,Carlos Fernandez-Renau,13.0,1
Margarita Nigra Nindra,Anatoli Zhuk,4.0,1
Margarita Nigra Nindra,Livija Zizevske,4.0,1
Margarita Nigra Nindra,Fernando Quilis Bonet,13.0,1
Margarita Nigra Nindra,Boris Baic,13.0,1
Margarita Nigra Nindra,Nikolay Sedykh,4.0,1
Margarita Nigra Nindra,Sanna Vakkilainen,4.0,1
Margarita Nigra Nindra,Jane Serafimov,4.0,1
Margarita Nigra Nindra,Slobodan Miloshevski,13.0,1
Margarita Nigra Nindra,Lisbeth Mach,4.0,1
Margarita Nigra Nindra,Reet Lint,4.0,1
Margarita Nigra Nindra,Hassi Assenmacher-Feyel,13.0,1
Margarita Nigra Nindra,Brenda Banbury,13.0,1
Margarita Nigra Nindra,John R. Walsh,4.0,1
Margarita Nigra Nindra,Alfonso Castells,4.0,1
Margarita Nigra Nindra,Marie Clair Walsh,13.0,1
Margarita Nigra Nindra,Marina Ostrovskaya,13.0,1
Margarita Nigra Nindra,Anna Rogowska,4.0,1
Margarita Nigra Nindra,Victoria Pohodina,4.0,1
Margarita Nigra Nindra,Maria Amelia Taborda,4.0,1
Margarita Nigra Nindra,Silvia Weber-Martegani,13.0,1
Margarita Nigra Nindra,Tapio Eerola,4.0,1
Margarita Nigra Nindra,Maria Viarbitskaya,13.0,1
Margarita Nigra Nindra,Anca Giura,4.0,1
Margarita Nigra Nindra,Elzbieta Chwalibog,4.0,1
Margarita Nigra Nindra,Viktoras Avtuško,4.0,1
Margarita Nigra Nindra,Rafael Malo Alcrudo,13.0,1
Margarita Nigra Nindra,Jose Homem De Mello,4.0,1
Margarita Nigra Nindra,Bojan Matakovic,4.0,1
Margarita Nigra Nindra,Saija Juutilainen,13.0,1
Margarita Nigra Nindra,Dubravka Reicher,4.0,1
Margarita Nigra Nindra,Giuliano Biasiolo,13.0,1
Margarita Nigra Nindra,Anna Kochan,13.0,1
Margarita Nigra Nindra,Oleg Yanchev,13.0,1
Margarita Nigra Nindra,Ludmila Krakovskaya,13.0,1
Margarita Nigra Nindra,Vladimir Piskay,4.0,1
Margarita Nigra Nindra,Petrus Roosenboom,4.0,1
Margarita Nigra Nindra,Guenther Ehrenreich,4.0,1
Margarita Nigra Nindra,Andi Hudono,13.0,1
Margarita Nigra Nindra,Andrzej Stepinski,13.0,1
Margarita Nigra Nindra,Jari Laakso,4.0,1
Margarita Nigra Nindra,Paul Lawless,4.0,1
Margarita Nigra Nindra,Uschi Eisner,4.0,1
Margarita Nigra Nindra,Norman Deschuymere,13.0,1
Margarita Nigra Nindra,John Muldoon,13.0,1
Margarita Nigra Nindra,Maite Gonzalbo Lorenzo,4.0,1
Margarita Nigra Nindra,Sunde Marit,4.0,1
Margarita Nigra Nindra,Per Kristian Andersen,13.0,1
Margarita Nigra Nindra,Astrid Lundava,13.0,1
Margarita Nigra Nindra,Christian Jouanchicot,13.0,1
Margarita Nigra Nindra,Dick Baars,4.0,1
Margarita Nigra Nindra,John Williams,4.0,1
Margarita Nigra Nindra,Zoltan Baffia,4.0,1
Margarita Nigra Nindra,Antoan Hlebarov,13.0,1
Margarita Nigra Nindra,Maija Heinilä,13.0,1
Margarita Nigra Nindra,Hans Bierwolf,13.0,1
Margarita Nigra Nindra,Michael Leonard,4.0,1
Margarita Nigra Nindra,Calin Simu,4.0,1
Margarita Nigra Nindra,Massimiliano Mannucci,13.0,1
Margarita Nigra Nindra,Anthony Kelly,13.0,1
